id,Info_Source
1000286,Community leaders
1000286,Religious leaders
1000286,Any person from the community
1000255,Radio
1000255,TV
1000255,WhatsApp
1000255,Social Media (not WhatsApp)
1000255,Health unit/Health care worker
1000255,Family members
1000255,Friends
1000255,Religious leaders
1000272,Radio
1000272,TV
1000272,Social Media (not WhatsApp)
1000272,Friends
1000272,Religious leaders
1000249,Radio
1000249,TV
1000249,WhatsApp
1000249,Health unit/Health care worker
1000249,Any person from the community
1000258,Radio
1000258,TV
1000258,WhatsApp
1000258,Social Media (not WhatsApp)
1000258,Health unit/Health care worker
1000258,Community health workers
1000258,Community leaders
1000294,Radio
1000294,TV
1000294,WhatsApp
1000294,Social Media (not WhatsApp)
1000294,Health unit/Health care worker
1000294,Family members
1000294,Friends
1000294,Community health workers
1000216,Radio
1000216,TV
1000216,WhatsApp
1000216,Social Media (not WhatsApp)
1000216,Health unit/Health care worker
1000216,Family members
1000216,Friends
1000216,Religious leaders
1000216,Any person from the community
1000156,Radio
1000156,TV
1000156,WhatsApp
1000156,Social Media (not WhatsApp)
1000156,Health unit/Health care worker
1000156,Family members
1000156,Friends
1000156,Community health workers
1000102,Radio
1000102,TV
1000102,WhatsApp
1000102,Family members
1000102,Friends
1000102,Religious leaders
1000166,Radio
1000166,TV
1000166,WhatsApp
1000166,Social Media (not WhatsApp)
1000166,Health unit/Health care worker
1000166,Family members
1000166,Friends
1000166,Religious leaders
1000207,Radio
1000207,TV
1000207,WhatsApp
1000207,Social Media (not WhatsApp)
1000207,Family members
1000207,Friends
1000207,Community health workers
1000207,Community leaders
1000309,Radio
1000309,TV
1000309,WhatsApp
1000309,Social Media (not WhatsApp)
1000309,Health unit/Health care worker
1000309,Family members
1000309,Friends
1000309,Community health workers
1000309,Other community mobilisers
1000309,Community leaders
1000309,Religious leaders
1000309,Any person from the community
1000202,Radio
1000202,TV
1000202,WhatsApp
1000202,Health unit/Health care worker
1000202,Family members
1000202,Friends
1000202,Community health workers
1000202,Community leaders
1000202,Religious leaders
1000202,Traditional healers
1000202,Any person from the community
1000100,Radio
1000100,TV
1000100,WhatsApp
1000100,Social Media (not WhatsApp)
1000100,Health unit/Health care worker
1000100,Family members
1000100,Friends
1000100,Religious leaders
1000299,Radio
1000299,TV
1000299,Health unit/Health care worker
1000299,Community health workers
1000241,Radio
1000241,TV
1000241,Family members
1000303,Radio
1000303,TV
1000303,WhatsApp
1000303,Social Media (not WhatsApp)
1000303,Family members
1000303,Friends
1000303,Community health workers
1000303,Community leaders
1000303,Religious leaders
1000303,Any person from the community
1000288,Radio
1000288,TV
1000288,Social Media (not WhatsApp)
1000291,Radio
1000291,TV
1000291,WhatsApp
1000291,Social Media (not WhatsApp)
1000291,Health unit/Health care worker
1000291,Family members
1000291,Friends
1000291,Community health workers
1000183,Radio
1000183,TV
1000183,Social Media (not WhatsApp)
1000183,Family members
1000183,Friends
1000183,Community health workers
1000183,Other community mobilisers
1000183,Community leaders
1000183,Any person from the community
1000316,Radio
1000316,TV
1000316,WhatsApp
1000316,Social Media (not WhatsApp)
1000316,Health unit/Health care worker
1000316,Family members
1000316,Friends
1000316,Community health workers
1000316,Community leaders
1000316,Religious leaders
1000316,Any person from the community
1000223,Radio
1000223,TV
1000223,Social Media (not WhatsApp)
1000173,Radio
1000173,TV
1000173,WhatsApp
1000173,Social Media (not WhatsApp)
1000173,Health unit/Health care worker
1000173,Family members
1000173,Friends
1000173,Community health workers
1000173,Other community mobilisers
1000173,Religious leaders
1000173,Any person from the community
1000293,Radio
1000293,TV
1000293,WhatsApp
1000293,Social Media (not WhatsApp)
1000293,Health unit/Health care worker
1000293,Family members
1000293,Friends
1000293,Community health workers
1000293,Religious leaders
1000293,Any person from the community
1000284,TV
1000284,Social Media (not WhatsApp)
1000284,Community health workers
1000186,Radio
1000186,TV
1000186,WhatsApp
1000186,Social Media (not WhatsApp)
1000186,Health unit/Health care worker
1000186,Family members
1000186,Friends
1000186,Community leaders
1000186,Religious leaders
1000186,Any person from the community
1000129,Radio
1000129,TV
1000129,WhatsApp
1000129,Social Media (not WhatsApp)
1000191,Radio
1000191,TV
1000191,WhatsApp
1000191,Health unit/Health care worker
1000251,Radio
1000251,TV
1000251,WhatsApp
1000251,Social Media (not WhatsApp)
1000251,Family members
1000251,Friends
1000251,Community leaders
1000251,Any person from the community
1000179,Radio
1000179,TV
1000179,WhatsApp
1000179,Social Media (not WhatsApp)
1000179,Health unit/Health care worker
1000179,Family members
1000179,Friends
1000179,Community health workers
1000179,Religious leaders
1000178,Radio
1000178,TV
1000178,WhatsApp
1000178,Social Media (not WhatsApp)
1000178,Health unit/Health care worker
1000107,Radio
1000107,TV
1000107,WhatsApp
1000107,Social Media (not WhatsApp)
1000107,Friends
1000107,Religious leaders
1000321,Radio
1000321,TV
1000321,WhatsApp
1000321,Social Media (not WhatsApp)
1000321,Health unit/Health care worker
1000321,Community health workers
1000115,Radio
1000115,TV
1000115,WhatsApp
1000115,Social Media (not WhatsApp)
1000115,Family members
1000115,Friends
1000115,Religious leaders
1000259,Radio
1000259,TV
1000259,WhatsApp
1000259,Social Media (not WhatsApp)
1000259,Health unit/Health care worker
1000259,Community health workers
1000259,Community leaders
1000105,Social Media (not WhatsApp)
1000279,Radio
1000279,TV
1000279,WhatsApp
1000279,Social Media (not WhatsApp)
1000279,Family members
1000279,Friends
1000279,Community health workers
1000279,Community leaders
1000279,Religious leaders
1000279,Any person from the community
1000149,Radio
1000149,TV
1000149,WhatsApp
1000149,Social Media (not WhatsApp)
1000149,Health unit/Health care worker
1000149,Family members
1000149,Friends
1000149,Community health workers
1000208,Radio
1000208,TV
1000208,WhatsApp
1000208,Social Media (not WhatsApp)
1000208,Health unit/Health care worker
1000208,Family members
1000208,Friends
1000208,Community leaders
1000208,Religious leaders
1000208,Traditional healers
1000142,Radio
1000142,TV
1000142,WhatsApp
1000142,Social Media (not WhatsApp)
1000142,Family members
1000142,Friends
1000142,Community leaders
1000142,Religious leaders
1000142,Any person from the community
1000222,Radio
1000222,TV
1000222,WhatsApp
1000222,Social Media (not WhatsApp)
1000222,Health unit/Health care worker
1000222,Family members
1000222,Friends
1000222,Community leaders
1000222,Religious leaders
1000222,Any person from the community
1000308,Radio
1000308,TV
1000308,WhatsApp
1000146,Radio
1000146,TV
1000146,WhatsApp
1000146,Family members
1000146,Community leaders
1000146,Religious leaders
1000298,Radio
1000298,TV
1000298,Social Media (not WhatsApp)
1000298,Family members
1000298,Friends
1000298,Other community mobilisers
1000236,Radio
1000236,TV
1000236,WhatsApp
1000236,Family members
1000236,Friends
1000297,Radio
1000297,TV
1000297,WhatsApp
1000297,Social Media (not WhatsApp)
1000297,Health unit/Health care worker
1000297,Family members
1000297,Friends
1000296,Radio
1000296,TV
1000296,WhatsApp
1000296,Social Media (not WhatsApp)
1000296,Health unit/Health care worker
1000250,Radio
1000250,TV
1000250,WhatsApp
1000250,Social Media (not WhatsApp)
1000250,Health unit/Health care worker
1000250,Family members
1000250,Friends
1000250,Community leaders
1000250,Religious leaders
1000145,Radio
1000145,TV
1000145,WhatsApp
1000145,Social Media (not WhatsApp)
1000145,Health unit/Health care worker
1000145,Family members
1000145,Friends
1000145,Community health workers
1000145,Community leaders
1000145,Religious leaders
1000145,Any person from the community
1000273,Radio
1000273,TV
1000273,Social Media (not WhatsApp)
1000273,Family members
1000273,Friends
1000273,Community health workers
1000273,Religious leaders
1000127,Radio
1000127,TV
1000127,Family members
1000127,Friends
1000247,Radio
1000247,TV
1000247,WhatsApp
1000247,Social Media (not WhatsApp)
1000247,Family members
1000247,Friends
1000247,Religious leaders
1000227,Radio
1000227,TV
1000227,WhatsApp
1000227,Social Media (not WhatsApp)
1000227,Health unit/Health care worker
1000227,Family members
1000227,Friends
1000227,Religious leaders
1000227,Any person from the community
1000265,Radio
1000265,TV
1000265,WhatsApp
1000265,Social Media (not WhatsApp)
1000265,Family members
1000265,Friends
1000265,Community leaders
1000265,Religious leaders
1000265,Any person from the community
1000311,Radio
1000311,TV
1000311,Social Media (not WhatsApp)
1000311,Health unit/Health care worker
